Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,B2B,fulfilled-by,Year,Month,Day,DayOfWeek
2,0,0,0,4,6,0,1,788.0,1022,49,600042.0,3028,0,1,2022,4,25,0
2,0,0,0,4,0,0,1,759.0,5757,1,530046.0,3028,0,1,2022,5,7,5
3,1,0,1,7,6,0,1,348.0,1573,29,793018.0,1260,0,0,2022,5,22,6
2,0,0,0,7,5,0,1,435.0,4921,27,413725.0,3026,0,1,2022,4,24,6
0,0,0,0,4,5,2,1,499.0,6090,22,574142.0,3036,0,1,2022,4,6,2
0,1,0,1,7,0,1,0,414.29,1020,49,600044.0,3036,0,0,2022,5,11,2
3,1,0,1,7,0,0,1,399.0,4456,27,411018.0,622,0,0,2022,5,25,2
8,1,0,1,5,10,0,1,360.0,2019,50,500028.0,48,0,0,2022,5,19,3
2,0,0,0,4,9,0,1,1281.0,2256,43,342001.0,3028,0,1,2022,4,12,1
2,0,0,0,7,0,0,1,353.0,541,22,560005.0,3036,0,1,2022,4,3,6
3,1,0,1,7,5,0,1,487.0,850,22,560083.0,2416,0,0,2022,4,15,4
3,1,0,1,6,8,0,1,885.0,1817,18,122018.0,2013,0,0,2022,4,23,5
0,1,0,1,7,8,1,0,452.38,5575,54,711316.0,3036,0,0,2022,4,10,6
2,0,0,0,6,6,0,1,885.0,3063,52,226022.0,3028,0,1,2022,5,24,1
2,0,0,0,4,10,0,1,969.0,86,43,301001.0,3028,0,1,2022,5,8,6
0,1,0,1,7,5,1,0,675.24,3734,27,410210.0,3036,0,0,2022,5,14,5
2,0,0,0,4,0,0,1,1199.0,2081,50,500090.0,3036,0,1,2022,5,14,5
8,1,0,1,6,5,0,1,771.0,3160,54,732101.0,415,0,0,2022,5,30,0
3,1,0,1,5,5,0,1,574.0,2453,49,641104.0,1934,0,0,2022,4,23,5
2,0,0,0,4,5,0,1,597.0,420,50,509301.0,3028,0,1,2022,4,28,3
2,0,0,0,7,7,0,1,399.0,2583,49,611104.0,3036,0,1,2022,5,3,1
0,0,0,0,6,10,2,1,1099.0,2019,50,500081.0,3036,0,1,2022,4,5,1
2,0,0,0,7,9,0,1,399.0,2514,49,628204.0,3028,0,1,2022,4,16,5
2,0,0,1,4,5,0,1,0.0,5317,27,400610.0,3036,0,1,2022,4,18,0
2,0,0,0,0,5,0,1,518.0,750,26,481001.0,3028,0,1,2022,5,23,0
2,0,0,0,4,9,0,1,517.0,3763,13,110019.0,3036,0,1,2022,5,9,0
2,0,0,0,7,0,0,1,449.0,3734,27,400701.0,3036,0,1,2022,4,1,4
2,0,0,0,4,0,0,1,523.0,541,22,560016.0,3036,0,1,2022,5,15,6
2,0,0,0,4,0,0,1,1129.0,628,26,462001.0,3028,0,1,2022,4,1,4
3,1,0,1,4,6,0,1,685.0,52,27,444002.0,1456,0,0,2022,5,7,5
2,0,0,0,4,6,0,1,824.0,2618,54,700080.0,3036,0,1,2022,5,23,0
2,0,0,0,0,7,0,1,665.0,850,22,560077.0,3036,0,1,2022,5,26,3
0,1,0,1,4,9,1,0,568.57,796,22,574211.0,3036,0,0,2022,4,26,1
2,0,0,0,4,5,0,1,788.0,541,22,560049.0,3036,0,1,2022,4,26,1
3,1,0,1,7,6,0,1,777.0,5355,23,695564.0,261,0,0,2022,5,26,3
2,0,0,0,5,0,0,1,529.0,4274,38,607402.0,3036,0,1,2022,5,5,3
2,0,0,0,7,10,0,1,399.0,2380,27,421201.0,3036,0,1,2022,4,7,3
3,1,0,1,7,7,0,1,319.0,5700,23,682037.0,2223,0,0,2022,4,12,1
8,1,0,1,7,6,0,1,399.0,2618,54,700085.0,2271,0,0,2022,4,9,5
2,0,0,0,4,5,0,1,1138.0,14,39,144102.0,3028,0,1,2022,4,4,0
3,1,0,1,7,8,0,1,529.0,2019,50,500013.0,1504,0,0,2022,5,22,6
3,1,0,1,7,10,0,1,357.0,2180,39,151202.0,190,0,0,2022,5,4,2
2,0,0,0,4,10,0,1,788.0,3763,13,110015.0,3036,0,1,2022,4,12,1
2,0,0,0,4,9,0,1,542.0,4174,7,801505.0,3028,0,1,2022,4,4,0
0,0,0,0,4,9,2,1,788.0,2019,50,500072.0,3036,0,1,2022,5,22,6
2,0,0,0,4,5,0,1,1213.0,3687,27,425412.0,3036,0,1,2022,4,6,2
2,0,0,0,7,9,0,1,432.0,2000,22,562114.0,3036,0,1,2022,5,29,6
2,0,0,0,5,0,0,1,574.0,541,22,560071.0,3036,0,1,2022,5,15,6
2,0,0,0,7,5,0,1,399.0,1020,49,600042.0,3028,0,1,2022,4,11,0
3,1,0,1,7,5,0,1,487.0,3734,27,410206.0,2201,0,0,2022,4,20,2
2,0,0,0,4,0,0,1,653.0,5837,34,110018.0,3028,0,1,2022,5,28,5
2,0,0,0,6,6,0,1,771.0,264,52,211001.0,3028,0,1,2022,5,20,4
2,0,0,0,7,9,0,1,349.0,4868,26,466001.0,3028,0,1,2022,5,19,3
2,0,0,0,5,10,0,1,463.0,4991,18,122102.0,3036,0,1,2022,4,9,5
0,1,0,1,7,10,1,0,740.0,5013,13,110078.0,3036,0,0,2022,5,30,0
3,1,0,1,5,8,0,1,574.0,3815,52,201301.0,2305,0,0,2022,4,12,1
2,0,0,0,4,10,0,1,548.0,541,22,562123.0,3028,0,1,2022,4,12,1
3,1,0,1,4,5,0,1,496.0,541,22,560066.0,2977,0,0,2022,4,15,4
2,0,0,0,4,10,0,1,1695.0,778,22,560086.0,3028,0,1,2022,5,12,3
2,0,0,0,7,7,0,1,469.0,4850,26,485001.0,3028,0,1,2022,5,18,2
2,0,0,0,4,10,0,1,1127.0,4661,52,231207.0,3028,0,1,2022,4,6,2
0,0,0,0,4,6,2,1,1072.0,2209,20,180003.0,3036,0,1,2022,5,23,0
2,0,0,0,4,8,0,1,1085.0,1119,49,641026.0,3036,0,1,2022,4,4,0
3,1,0,1,4,8,0,1,635.0,4574,17,360007.0,2503,0,0,2022,4,11,0
2,0,0,0,4,10,0,1,612.0,2440,52,208015.0,3028,0,1,2022,5,26,3
2,0,0,0,4,7,0,1,560.0,1822,4,781021.0,3028,0,1,2022,4,27,2
0,0,0,0,7,10,2,1,330.0,541,22,562107.0,3036,0,1,2022,4,2,5
2,0,0,0,4,7,0,1,641.0,1913,18,122002.0,3036,0,1,2022,5,29,6
0,0,0,0,7,10,2,1,319.0,2806,49,631204.0,3036,0,1,2022,4,26,1
2,0,0,0,4,6,0,1,648.0,2019,50,500084.0,3036,0,1,2022,4,6,2
2,0,0,0,7,8,0,1,357.0,3218,27,423104.0,3028,0,1,2022,4,21,3
2,0,0,0,4,0,0,1,478.0,2081,50,500089.0,3036,0,1,2022,5,11,2
2,0,0,0,4,6,0,1,567.0,1020,49,600088.0,3028,0,1,2022,4,21,3
2,0,0,0,7,10,0,1,471.0,1938,18,125033.0,3028,0,1,2022,4,28,3
2,0,0,0,2,8,0,1,845.0,541,22,560017.0,3036,0,1,2022,4,8,4
2,0,0,0,6,7,0,1,721.0,2139,3,791109.0,3028,0,1,2022,4,15,4
3,1,0,1,7,5,0,1,342.0,1817,18,122001.0,840,0,0,2022,4,23,5
3,1,0,1,4,8,0,1,909.0,5303,49,627811.0,915,0,0,2022,4,25,0
2,0,0,0,5,8,0,1,690.0,3343,27,400081.0,3028,0,1,2022,5,27,4
2,0,0,0,7,10,0,1,471.0,1020,49,600115.0,3036,0,1,2022,5,7,5
2,0,0,0,4,10,0,1,579.0,3264,52,250004.0,3028,0,1,2022,4,12,1
2,0,0,0,4,7,0,1,612.0,2019,50,500068.0,3036,0,1,2022,4,21,3
3,1,0,1,5,10,0,1,540.0,2618,54,700101.0,2308,0,0,2022,4,11,0
0,1,0,1,4,6,1,0,694.29,541,22,560076.0,3036,0,0,2022,4,2,5
2,0,0,0,4,9,0,1,788.0,541,22,560024.0,3036,0,1,2022,4,14,3
3,1,0,1,7,6,0,1,359.0,106,10,497001.0,2341,0,0,2022,4,3,6
3,1,0,1,4,5,0,1,771.0,2372,23,673122.0,220,0,0,2022,5,22,6
2,0,0,0,4,5,0,1,486.0,3575,27,400060.0,3036,0,1,2022,5,22,6
2,0,0,0,7,8,0,1,475.0,4315,27,411037.0,3028,0,1,2022,5,11,2
2,0,0,0,4,8,0,1,455.0,2200,54,735101.0,3028,0,1,2022,5,18,2
2,0,0,0,4,8,0,1,599.0,4167,39,145025.0,3028,0,1,2022,5,4,2
3,1,0,1,7,9,0,1,382.0,475,52,243122.0,116,0,0,2022,5,10,1
0,0,0,0,7,10,2,1,657.0,2081,50,500013.0,3036,0,1,2022,4,2,5
8,1,0,1,4,10,0,1,1299.0,1020,49,600075.0,2283,0,0,2022,4,10,6
2,0,0,0,6,5,0,1,744.0,1785,52,201306.0,3028,0,1,2022,5,8,6
2,0,0,0,4,6,0,1,1695.0,3343,27,400050.0,3036,0,1,2022,5,22,6
2,0,0,0,7,8,0,1,399.0,1482,13,110093.0,3028,0,1,2022,4,29,4
2,0,0,0,4,9,0,1,716.0,3343,27,400059.0,3028,0,1,2022,4,11,0
2,0,0,0,4,8,0,1,635.0,541,22,560049.0,3028,0,1,2022,4,29,4
2,0,0,0,7,0,0,1,382.0,5489,49,625579.0,3028,0,1,2022,5,23,0
0,0,0,0,6,0,2,1,625.0,1020,49,600044.0,3036,0,1,2022,5,11,2
2,0,0,0,4,7,0,1,759.0,2618,54,700014.0,3028,0,1,2022,4,10,6
2,0,0,0,7,2,0,1,452.0,4092,23,695585.0,3028,0,1,2022,4,5,1
2,0,0,0,5,10,0,1,599.0,4174,7,800002.0,3028,0,1,2022,4,8,4
3,1,0,1,7,5,0,1,399.0,1233,1,517002.0,236,0,0,2022,5,18,2
0,1,0,1,7,6,1,0,471.43,541,22,560083.0,3036,0,0,2022,4,22,4
3,1,0,1,7,8,0,1,333.0,91,1,522020.0,1736,0,0,2022,5,17,1
2,0,0,0,7,10,0,1,487.0,2019,50,500084.0,3036,0,1,2022,4,23,5
3,1,0,1,6,8,0,1,792.0,3763,13,110008.0,222,0,0,2022,5,21,5
0,1,0,1,6,8,1,0,513.33,4173,39,147001.0,3036,0,0,2022,5,14,5
2,0,0,0,7,8,0,1,301.0,5423,18,125120.0,3026,0,1,2022,5,25,2
8,1,0,1,4,0,0,1,725.0,3066,39,141001.0,264,0,0,2022,5,9,0
2,0,0,0,6,7,0,1,989.0,186,49,629201.0,3028,0,1,2022,5,12,3
2,0,0,0,4,10,0,1,599.0,714,26,466445.0,3028,0,1,2022,4,16,5
3,1,0,1,6,7,0,1,725.0,5318,27,401107.0,2433,0,0,2022,4,8,4
2,0,0,0,7,0,0,1,399.0,580,54,712125.0,3036,0,1,2022,4,23,5
2,0,0,0,7,5,0,1,523.0,2019,50,500072.0,3036,0,1,2022,5,25,2
2,0,0,0,7,6,0,1,353.0,5317,27,400605.0,3028,0,1,2022,3,31,3
3,1,0,1,7,0,0,1,587.0,35,17,380007.0,263,0,0,2022,5,10,1
3,1,0,1,7,6,0,1,459.0,3451,50,500047.0,918,0,0,2022,4,20,2
2,0,0,0,7,5,0,1,376.0,541,22,560076.0,3036,0,1,2022,4,6,2
2,0,0,0,4,7,0,1,612.0,4174,7,800020.0,3028,0,1,2022,4,25,0
3,1,0,1,4,7,0,1,666.0,2618,54,700052.0,2305,0,0,2022,4,13,2
2,0,0,0,7,0,0,1,587.0,4315,27,411007.0,3028,0,1,2022,5,28,5
2,0,0,0,7,7,0,1,471.0,5950,22,560037.0,3036,0,1,2022,5,18,2
2,0,0,0,7,6,0,1,688.0,1740,52,201012.0,3036,0,1,2022,5,8,6
2,0,0,0,6,7,0,1,771.0,541,22,560016.0,3028,0,1,2022,5,28,5
2,0,0,0,4,6,0,1,999.0,1127,53,244715.0,3028,0,1,2022,5,9,0
3,1,0,1,4,7,0,1,949.0,541,22,560037.0,301,0,0,2022,5,17,1
3,1,0,1,4,5,0,1,613.0,4315,27,411001.0,1920,0,0,2022,4,22,4
2,0,0,0,7,8,0,1,458.0,5402,1,517502.0,3036,0,1,2022,4,14,3
0,1,0,1,4,0,1,0,785.71,1119,49,641041.0,3036,0,0,2022,5,4,2
0,1,0,1,7,7,1,0,437.14,4327,23,688005.0,3036,0,0,2022,4,16,5
2,0,0,0,4,8,0,1,660.0,1020,49,600020.0,3028,0,1,2022,4,9,5
2,0,0,0,7,6,0,1,666.0,2925,23,682030.0,3028,0,1,2022,4,27,2
3,1,0,1,6,9,0,1,566.0,541,22,560096.0,198,0,0,2022,5,23,0
2,0,0,0,7,5,0,1,399.0,3343,27,400098.0,3036,0,1,2022,5,13,4
2,0,0,0,7,8,0,1,487.0,5514,23,680027.0,3028,0,1,2022,4,29,4
3,1,0,1,7,6,0,1,399.0,4511,27,411039.0,883,0,0,2022,4,23,5
2,0,0,0,7,7,0,1,429.0,3940,1,524003.0,3028,0,1,2022,4,21,3
2,0,0,0,6,8,0,1,885.0,2723,1,518002.0,3028,0,1,2022,5,26,3
2,0,0,0,4,5,0,1,563.0,1807,1,522306.0,3036,0,1,2022,4,20,2
2,0,0,0,6,8,0,1,668.0,3763,13,110043.0,3028,0,1,2022,5,14,5
2,0,0,0,7,5,0,1,635.0,2618,54,700063.0,3036,0,1,2022,5,8,6
2,0,0,0,4,2,0,1,1399.0,5317,27,400615.0,3036,0,1,2022,5,11,2
2,0,0,0,7,6,0,1,399.0,3343,27,400102.0,3036,0,1,2022,4,22,4
3,1,0,1,4,7,0,1,635.0,3952,13,110075.0,1318,0,0,2022,5,13,4
3,1,0,1,4,9,0,1,631.0,3785,54,700159.0,2310,0,0,2022,4,18,0
2,0,0,0,7,5,0,1,449.0,896,35,751021.0,3036,0,1,2022,4,1,4
2,0,0,0,4,5,0,1,560.0,4302,0,744105.0,3028,0,1,2022,5,27,4
2,0,0,0,5,0,0,1,621.0,1817,18,122001.0,3028,0,1,2022,5,17,1
0,1,0,1,4,5,1,0,615.24,4248,27,411018.0,3036,0,0,2022,4,5,1
0,1,0,1,7,5,1,0,437.14,2019,50,500049.0,3036,0,0,2022,4,8,4
2,0,0,0,4,5,0,1,597.0,728,35,755019.0,3028,0,1,2022,4,23,5
2,0,0,0,4,10,0,1,888.0,541,22,560077.0,3036,0,1,2022,4,12,1
3,1,0,1,4,8,0,1,612.0,5397,49,627011.0,246,0,0,2022,5,29,6
3,1,0,1,4,5,0,1,939.0,1058,22,577101.0,2305,0,0,2022,4,11,0
2,0,0,0,7,7,0,1,399.0,2019,50,500090.0,3036,0,1,2022,4,21,3
2,0,0,0,7,2,0,1,534.0,2618,54,700027.0,3028,0,1,2022,5,3,1
2,0,0,0,4,5,0,1,1186.0,541,22,560066.0,3036,0,1,2022,5,28,5
0,1,0,1,6,7,1,0,818.1,3815,52,201303.0,3036,0,0,2022,4,23,5
3,1,0,1,7,7,0,1,459.0,4677,53,263153.0,784,0,0,2022,4,26,1
2,0,0,0,7,8,0,1,709.0,1817,18,122001.0,3036,0,1,2022,5,31,1
2,0,0,0,4,5,0,1,759.0,541,22,560076.0,3036,0,1,2022,4,19,1
2,0,0,0,4,5,0,2,1190.0,541,22,560064.0,3028,0,1,2022,5,3,1
0,1,0,1,7,5,1,0,492.38,4779,26,470002.0,3036,0,0,2022,4,24,6
2,0,0,0,7,5,0,1,426.0,1020,49,600047.0,3028,0,1,2022,4,4,0
2,0,0,0,7,9,0,1,399.0,645,54,700091.0,3028,0,1,2022,4,18,0
2,0,0,0,5,8,0,1,690.0,5993,53,248001.0,3028,0,1,2022,5,25,2
2,0,0,0,4,9,0,1,788.0,3575,27,400097.0,3036,0,1,2022,4,26,1
2,0,0,0,2,8,0,1,845.0,3343,27,400104.0,3036,0,1,2022,4,13,2
8,1,0,1,7,6,0,1,0.0,2019,50,500016.0,3017,0,0,2022,4,11,0
2,0,0,0,4,8,0,1,995.0,2824,23,670102.0,3028,0,1,2022,4,23,5
2,0,0,0,4,0,0,1,613.0,1019,23,689125.0,3028,0,1,2022,4,9,5
3,1,0,1,7,6,0,1,295.0,5757,1,530051.0,2224,0,0,2022,4,16,5
2,0,0,0,4,0,0,1,654.0,1020,49,600041.0,3028,0,1,2022,4,10,6
3,1,0,1,4,5,0,1,1477.0,5286,43,331304.0,426,0,0,2022,5,23,0
3,1,0,1,4,6,0,1,1523.0,581,7,812005.0,618,0,0,2022,5,21,5
3,1,0,1,6,8,0,1,721.0,1020,49,600087.0,1249,0,0,2022,5,23,0
2,0,0,0,4,6,0,1,499.0,541,22,560091.0,3028,0,1,2022,5,25,2
3,1,0,1,7,5,0,1,458.0,3763,13,110076.0,2857,0,0,2022,4,19,1
2,0,0,0,6,9,0,1,885.0,4902,29,793001.0,3028,0,1,2022,5,19,3
2,0,0,0,4,0,0,1,698.0,3343,27,400055.0,3036,0,1,2022,3,31,3
3,1,0,1,4,6,0,1,654.0,541,22,560097.0,2771,0,0,2022,4,8,4
3,1,0,1,7,6,0,1,725.0,3961,13,110065.0,2954,0,0,2022,4,13,2
3,1,0,1,4,7,0,1,950.0,3063,52,226020.0,2340,0,0,2022,4,8,4
2,0,0,0,4,10,0,1,837.0,5052,17,395003.0,3028,0,1,2022,5,8,6
2,0,0,0,4,6,0,1,715.0,778,22,560066.0,3028,0,1,2022,4,22,4
2,0,0,0,0,5,0,1,499.0,3763,13,110066.0,3028,0,1,2022,5,28,5
0,0,0,0,4,8,2,1,824.0,3763,13,110033.0,3036,0,1,2022,4,12,1
2,0,0,0,7,6,0,1,329.0,2224,35,752050.0,3028,0,1,2022,4,28,3
3,1,0,1,7,10,0,1,575.0,726,7,802101.0,1285,0,0,2022,5,15,6
3,1,0,1,4,6,0,1,771.0,5757,1,530001.0,1239,0,0,2022,5,13,4
2,0,0,0,7,10,0,1,442.0,2195,27,425001.0,3028,0,1,2022,4,20,2
2,0,0,0,5,10,0,1,391.0,2471,18,132001.0,3028,0,1,2022,4,9,5
2,0,0,0,7,8,0,1,471.0,5732,22,586103.0,3036,0,1,2022,4,13,2
2,0,0,0,4,7,0,1,969.0,2254,18,126102.0,3028,0,1,2022,5,6,4
0,1,0,1,5,8,1,0,294.29,3763,13,110067.0,3036,0,0,2022,4,25,0
2,0,0,0,4,6,0,1,545.0,1020,49,600073.0,3036,0,1,2022,5,26,3
2,0,0,0,5,8,0,1,432.0,5476,27,400708.0,3028,0,1,2022,4,15,4
2,0,0,0,7,6,0,1,399.0,3782,13,110064.0,3036,0,1,2022,4,15,4
0,0,0,0,6,7,2,1,721.0,4559,1,533296.0,3036,0,1,2022,4,16,5
2,0,0,0,4,10,0,1,824.0,2071,22,581334.0,3028,0,1,2022,4,12,1
2,0,0,0,4,0,0,1,856.0,3763,13,110046.0,3028,0,1,2022,4,11,0
2,0,0,0,4,7,0,1,979.0,541,22,560057.0,3028,0,1,2022,5,8,6
0,0,0,0,4,7,2,1,595.0,850,22,560068.0,3036,0,1,2022,4,17,6
2,0,0,0,6,8,0,1,999.0,5317,27,401107.0,3028,0,1,2022,5,28,5
2,0,0,0,7,0,0,1,499.0,3719,27,422002.0,3028,0,1,2022,4,28,3
2,0,0,0,7,6,0,1,435.0,3343,27,400095.0,3028,0,1,2022,5,9,0
2,0,0,0,7,8,0,1,852.0,3734,27,410206.0,3028,0,1,2022,5,25,2
3,1,0,1,4,8,0,1,758.0,1655,18,121010.0,2767,0,0,2022,4,1,4
3,1,0,1,4,7,0,1,597.0,3652,53,263001.0,2310,0,0,2022,4,16,5
3,1,0,1,7,5,0,1,435.0,2521,35,754211.0,2327,0,0,2022,4,7,3
3,1,0,1,7,5,0,1,301.0,1316,53,248001.0,378,0,0,2022,5,19,3
3,1,0,1,4,7,0,1,1099.0,3378,52,201206.0,255,0,0,2022,5,16,0
2,0,0,0,7,10,0,1,521.0,2497,20,184101.0,3028,0,1,2022,4,20,2
2,0,0,0,4,6,0,1,886.0,3343,27,400051.0,3028,0,1,2022,4,23,5
0,1,0,1,5,10,1,0,493.33,3638,27,441110.0,3036,0,0,2022,4,30,5
2,0,0,0,7,6,0,1,382.0,2691,22,561101.0,3036,0,1,2022,5,30,0
2,0,0,0,7,10,0,1,399.0,5736,1,520007.0,3028,0,1,2022,5,5,3
2,0,0,0,7,6,0,1,533.0,3063,52,226018.0,3028,0,1,2022,4,22,4
2,0,0,0,4,0,0,1,725.0,3763,13,110013.0,3028,0,1,2022,5,6,4
2,0,0,0,7,5,0,1,620.0,4315,27,412308.0,3028,0,1,2022,4,4,0
2,0,0,0,4,6,0,1,635.0,1020,49,600077.0,3028,0,1,2022,5,27,4
2,0,0,0,4,7,0,1,1112.0,27,51,799004.0,3028,0,1,2022,4,17,6
2,0,0,0,7,5,0,1,405.0,2618,54,700078.0,3036,0,1,2022,5,5,3
2,0,0,0,7,6,0,1,499.0,541,22,560034.0,3028,0,1,2022,5,29,6
2,0,0,0,5,6,0,1,574.0,4146,1,523169.0,3028,0,1,2022,5,26,3
3,1,0,1,4,8,0,1,626.0,4315,27,411006.0,1950,0,0,2022,4,30,5
0,1,0,1,7,8,1,0,405.71,1020,49,600126.0,3036,0,0,2022,4,1,4
3,1,0,1,7,1,0,1,764.0,4164,23,689653.0,225,0,0,2022,5,20,4
2,0,0,0,7,9,0,1,292.0,4578,54,700150.0,3028,0,1,2022,5,8,6
3,1,0,1,7,10,0,1,349.0,3266,52,250103.0,1397,0,0,2022,5,26,3
2,0,0,0,6,5,0,1,833.0,3343,27,400084.0,3028,0,1,2022,4,29,4
2,0,0,0,4,10,0,1,635.0,5757,1,530052.0,3028,0,1,2022,4,15,4
3,1,0,1,2,6,0,1,783.0,2155,26,452010.0,840,0,0,2022,4,23,5
2,0,0,0,4,7,0,1,788.0,2618,54,700008.0,3036,0,1,2022,4,12,1
3,1,0,1,7,10,0,1,462.0,5325,27,400615.0,2946,0,0,2022,4,8,4
0,0,0,0,6,8,2,1,885.0,5654,17,390011.0,3036,0,1,2022,5,24,1
2,0,0,0,7,6,0,1,325.0,2816,1,523230.0,3036,0,1,2022,5,27,4
2,0,0,0,4,9,0,1,657.0,541,22,560023.0,3036,0,1,2022,4,1,4
2,0,0,0,7,8,0,1,376.0,541,22,560102.0,3036,0,1,2022,4,27,2
2,0,0,0,7,10,0,1,487.0,1450,17,389151.0,3028,0,1,2022,5,28,5
2,0,0,0,4,6,0,1,788.0,5317,27,400615.0,3036,0,1,2022,5,5,3
2,0,0,0,4,10,0,1,715.0,3094,52,201102.0,3028,0,1,2022,4,4,0
3,1,0,1,4,6,0,1,597.0,541,22,560103.0,2652,0,0,2022,4,14,3
3,1,0,1,6,0,0,1,690.0,1785,52,201306.0,2859,0,0,2022,4,19,1
2,0,0,0,7,9,0,1,561.0,850,22,560016.0,3036,0,1,2022,4,1,4
3,1,0,1,6,0,0,1,825.0,3343,27,400093.0,2048,0,0,2022,4,25,0
2,0,0,0,4,8,0,1,849.0,3763,13,110059.0,3036,0,1,2022,4,3,6
3,1,0,1,7,0,0,1,517.0,5393,49,620003.0,2283,0,0,2022,4,10,6
2,0,0,0,7,8,0,1,442.0,3053,17,389130.0,3036,0,1,2022,4,24,6
2,0,0,0,6,0,0,1,413.0,3815,52,201301.0,3028,0,1,2022,4,25,0
0,1,0,1,7,9,1,0,350.48,3763,13,110054.0,3036,0,0,2022,4,16,5
8,1,0,1,4,7,0,1,1338.0,3063,52,226020.0,1239,0,0,2022,5,11,2
2,0,0,0,6,9,0,1,743.0,5872,50,506015.0,3028,0,1,2022,5,3,1
2,0,0,0,7,2,0,1,764.0,4248,27,411033.0,3028,0,1,2022,5,18,2
2,0,0,0,5,8,0,1,493.0,4315,27,411021.0,3036,0,1,2022,5,29,6
2,0,0,0,6,5,0,1,665.0,3343,27,400059.0,3036,0,1,2022,4,13,2
2,0,0,1,7,8,0,1,0.0,2081,50,500062.0,3036,0,1,2022,4,30,5
3,1,0,1,7,10,0,1,399.0,1020,49,600035.0,785,0,0,2022,4,27,2
2,0,0,0,7,8,0,1,771.0,35,17,380007.0,3036,0,1,2022,5,31,1
2,0,0,0,4,5,0,1,1364.0,2256,43,342026.0,3028,0,1,2022,5,31,1
2,0,0,0,7,10,0,1,383.0,2120,26,452009.0,3036,0,1,2022,5,5,3
3,1,0,1,4,8,0,1,958.0,3343,27,400076.0,306,0,0,2022,5,8,6
2,0,0,0,4,3,0,1,898.0,3394,23,690506.0,3028,0,1,2022,4,2,5
3,1,0,1,7,8,0,1,534.0,4315,27,411057.0,736,0,0,2022,4,22,4
2,0,0,0,4,0,0,1,641.0,778,22,560018.0,3028,0,1,2022,5,15,6
2,0,0,0,7,6,0,1,435.0,3024,52,262701.0,3028,0,1,2022,5,27,4
0,1,0,1,4,6,1,0,617.14,2136,54,733207.0,3036,0,0,2022,5,22,6
2,0,0,0,5,0,0,1,292.0,1020,49,600125.0,3036,0,1,2022,5,7,5
3,1,0,1,6,6,0,1,496.0,628,26,462026.0,773,0,0,2022,4,21,3
2,0,0,0,7,10,0,1,432.0,1444,54,713206.0,3036,0,1,2022,4,29,4
3,1,0,1,6,5,0,1,771.0,2019,50,500049.0,1284,0,0,2022,5,14,5
2,0,0,0,7,0,0,1,376.0,2409,49,600044.0,3028,0,1,2022,4,29,4
2,0,0,0,4,9,0,1,788.0,5004,17,394670.0,3028,0,1,2022,5,28,5
2,0,0,0,6,8,0,1,771.0,5757,1,530046.0,3028,0,1,2022,5,28,5
3,1,0,1,4,10,0,1,654.0,3343,27,400091.0,2024,0,0,2022,4,20,2
3,1,0,1,7,9,0,1,307.0,632,35,751003.0,198,0,0,2022,5,24,1
3,1,0,1,7,5,0,1,967.0,541,22,560085.0,1358,0,0,2022,5,23,0
2,0,0,0,6,7,0,1,665.0,541,22,560068.0,3036,0,1,2022,4,8,4
2,0,0,0,4,6,0,1,677.0,634,19,175125.0,3028,0,1,2022,4,1,4
2,0,0,0,7,7,0,1,399.0,2451,38,609602.0,3028,0,1,2022,5,13,4
2,0,0,0,7,5,0,1,399.0,3575,27,400010.0,3036,0,1,2022,4,2,5
2,0,0,0,4,5,0,1,747.0,541,22,560092.0,3028,0,1,2022,4,5,1
2,0,0,0,7,8,0,1,530.0,2392,52,209724.0,3028,0,1,2022,4,5,1
2,0,0,0,4,6,0,1,927.0,42,23,686015.0,3036,0,1,2022,4,1,4
0,1,0,1,7,9,1,0,380.0,4162,18,122503.0,3036,0,0,2022,4,26,1
2,0,0,0,7,5,0,1,316.0,1955,22,573201.0,3028,0,1,2022,4,25,0
2,0,0,0,7,6,0,1,487.0,2019,50,500019.0,3036,0,1,2022,4,10,6
2,0,0,0,6,8,0,1,771.0,2179,43,345001.0,3028,0,1,2022,5,27,4
2,0,0,0,4,6,0,1,1338.0,2440,52,208022.0,3036,0,1,2022,4,6,2
3,1,0,1,7,9,0,1,368.0,3763,13,110065.0,790,0,0,2022,4,20,2
3,1,0,1,7,0,0,1,499.0,4996,27,413002.0,2540,0,0,2022,4,11,0
8,1,0,1,4,6,0,1,837.0,1020,49,600072.0,76,0,0,2022,5,6,4
2,0,0,0,4,5,0,1,654.0,2618,54,700092.0,3028,0,1,2022,5,8,6
3,1,0,1,4,7,0,1,729.0,35,17,380058.0,2432,0,0,2022,4,1,4
3,1,0,1,6,0,0,1,588.0,541,22,560035.0,2085,0,0,2022,4,27,2
3,1,0,1,4,5,0,1,835.0,1020,49,600069.0,195,0,0,2022,5,3,1
2,0,0,0,4,9,0,1,1648.0,5433,22,572103.0,3028,0,1,2022,5,17,1
2,0,0,0,6,10,0,1,771.0,3763,13,110031.0,3028,0,1,2022,5,20,4
3,1,0,1,7,5,0,1,777.0,2618,54,700047.0,264,0,0,2022,5,9,0
0,1,0,1,4,8,1,0,610.48,263,54,736121.0,3036,0,0,2022,5,18,2
